tweet_id	tweet_text
tweet-ar-376	"#زلزال_ازمير
مشاهد مؤلمة وأخبار محزنة،
من السعودية نرفع الدعوات لإخواننا المصابين بالشفاء العاجل ورحم الله المتوفين وربط على قلوب أحبتهم .
أي شامت لا يمثلنا
الشامت لا يمتلك أخلاق الإسلام ولا مروءة العرب أو إنسانية البشر  . https://t.co/RGChc6Kwi6"
tweet-ar-377	"قديه كان عمرك لما عرفت انو الكابتن ماجد ما ربح ولا بطولة وان كل احداث المسلسل كانت في مخيلته خلال غيبوبة بسبب حادث فقد على اثره رجليه ؟ 

وقد تم إلغاء عرض الحلقه الاخيره الي بيقولو فيها انو احداث المسلسل عبارة عن حلم لسوء أثرها النفسي على المتابعين 😲 https://t.co/WUNC5DCkR1"
tweet-ar-381	"الحاج سعيد الطحان من أكبر تجار القطن في طنطا
لما غنت الست "" سيرة الحب"" لأول مرة صرخ وقال:
(تاني والنبي ياست..ده أنا جايلك من طنطا)
فأشارت له وقالت : ياما عيون شاغلوني لكن ولا شغلوني إلا عيونك انت دول بس اللي رموني وف حبك أمروني
فأغمي على الحاج الطحان ونزلت أم كلثوم بنفسها فوقتو https://t.co/Vgh51CXU5V"
tweet-ar-382	"الرئيس التركي #أردوغان
كان  في ضيافة  الأمير تميم بن حمد  في امارة قطر وعند الانتهاء من الزيارة قرر أن يتقلي بالشيخ يوسف القرضاوي رئيس هيئة علماء المسلمين . https://t.co/aRrKLCYlxU"
tweet-ar-383	"ومن الاخبار الساره 

تم تنفيذ حكم الإعدام فى السفاحه ساميه شنن وطقم الارهابيين فى  #مآساة_كرداسة 
بعد استنفاذ كل درجات التقاضى 
 رحم كل شهداء الوطن الأبرار#"
tweet-ar-385	هذا الجسر يربط مصر بالسعودية يؤشك على الإنتهاء وسمي جسر الملك سلمان حفظه الله https://t.co/13n3xkamDp
tweet-ar-386	"عاجل 🚨

اصابة الاسطورة الارجنتينية #مارادونا بـ فايـروس كــورونا 😥⚠️ https://t.co/PE6zKpX3p3"
tweet-ar-387	"شاهدت لحظة اطلاق النار من الجيش المصري على صيادين #غزة ربنا يتقبلهم فى الشهداء
واتقدم بخالص العزاء والمواساه لكل اخواتنا فى فلسطين الحبيبه وارجو منهم قبول اعتذارى نيابة عن الشعب المصري الحر عما فعله السفهاء منا ..اعذرونا فمصر ايضا محتله من  عميل صهي_وني
#جمعة_الغضب_الثانية https://t.co/pPtWPd9cwb"
tweet-ar-388	"مغرد امريكي كتب هذه التغريدة 👇التي أشعلت مواقع التواصل يوم أمس

كتب : قناة #cnn أنزلت العلم الخاص بها ( علم الصين 🇨🇳) حزنا على شفاء ترمب 

ليعلم الأخوة أنني لا أبالغ عندما أكتب عن انحياز الإعلام الأمريكي وبالذات #cnn ، فالإنحياز ضد ترمب وصل درجات تجاوزت كل حدّ ممكن https://t.co/RK0wyrgS2a"
tweet-ar-389	"الرئيس التونسي قيس سعيد
أحضر احد الوزراء فى مكتبه ووبخه بكلمات قاسية
صور اللقاء مباشرة على التلفاز ليكون عبره لمن يعتبر
حيث أكتشف الرئيس ان هذا الوزير سمح لأبنته قيادة سيارة مخصصة له من الدولة وعملت حادث
ووصل الأمر الى رئيس الدولة فتابع الموضوع بسرية تامة 👇👇 https://t.co/DcjjwfldqX"
tweet-ar-390	"صورة متداولة لتصريح صحفي لبيل جيتس عام ٢٠١١ .. يقول ان تقليل عدد السكان سيكون عبرالتطعيمات الإجبارية 
رابط المجلة .. النسخة الاصلية الكاملة 
https://t.co/Mplo9wVpiz
#حظر_شامل
#كورونا_الاردن https://t.co/Mfi3TuC5TL"
tweet-ar-391	"؛
طفل ربط دراجته بجانب شجرة وذهب مع
اهله ليـعود اليها لاحقاً
عام 1914 خلال الحرب العالميـة الأولىٰ
رحل الطفل وذهب ضحية الحرب ولم يعد الى دراجتـه مجدداً
لتـختار الشجرة بعدها ان تنـمو حاملةً
معها دراجة الطفل ،.كأمانة💔
ومنذ ذلك الوقت وحتى الأن مازالت تحتضنها
#معلومةz 🚴🏼💔 https://t.co/pAo9BPfoVC"
tweet-ar-393	"تويتر : حذف أي تغريدة تتمنى الموت للرئيس الأمريكي ترامب مع أغلاق حساب صاحب التغريدة

بتسكرون حلوقنا 💦"
tweet-ar-394	راكبو الدراجات النارية الأمريكيون يصلون من أجل صحة ترامب وزوجته https://t.co/vpjUmimtxz
tweet-ar-396	"تم تأكيد أصابة اسطورتنا السابق رينو جاتوزو بڤيروس كورونا.

نتمني الشفاء العاجل لك يا مستر، عهدناك محارب دائماً و ستقاتل هذا المرض اللعين https://t.co/YfPvLBnIpY"
tweet-ar-397	هؤلاء الاذريين الذين يصطف بجانبهم #أردوغان وجماعة الاخوان بتوع التطبيع خيانة. تظاهرة لدعم اذربيجان ضد #ارمينيا ورفع علم #اسرائيل #تركيا #اذربيجان https://t.co/a4bghSr4u5
tweet-ar-398	CNN : إصابة بارون ترامب أصغر أبناء ترامب بفيروس كورونا https://t.co/O9AbdcdnVB
tweet-ar-400	تلاوة خاشعة من الملك سلمان  الله يحفظه ويحفظ بلادي السعودية و الامارات و جميع العالمhttps://t.co/AmgCd7eFBU
tweet-ar-401	أنباء عن إصابة اللاعب المصري محمد صلاح بفيرس كورونا - Covid 19 https://t.co/TsetYtjlTc
tweet-ar-402	في خبر أن الفنان #مصطفى_قمر توفي إلى رحمة الله .... الخبر ده صحيح ؟
tweet-ar-403	"الجزائر تزرع ١٥٠ مليون شجرة نخيل في الصحراء الكبرى والتي سيكون إنتاجها ١٢ مليار دولار سنويا كما ستقل الحراره ٧ درجات مئوية.... الأوطان تبنيها العقول
#هيئة_الزراعه https://t.co/SZiMemIAPQ"
tweet-ar-404	صورة اليوم من #سوسة : شاب #تونسي يعرض الزواج على حبيبته بطريقته الخاصة https://t.co/vTNQTvSbku
tweet-ar-406	"@Almajlliss تنبأ مسلسل سيمبسون هل يا ترى راح يصدق؟
موت ترامب بالحلقة الاخيرة!! https://t.co/SNC8nD70si"
tweet-ar-407	صورة من إحدى مدارس الصين التي تصنع  التابلت وتصدره لنا  وواضح من الصورة إنها في فترة كورونا.. المعلمة والتلاميذ كلهم لابسين كمامة.. والغريب إنهم بيتعلموا بالورقة والقلم .. والمعلمة بتكتب على السبورة.. رغم أن عندهم اجهزه بس هم عارفين إن التعليم الصحيح 👈ورقة 👈وقلم 👈 #ومعلم https://t.co/RoNdMbdIsp
tweet-ar-409	"بشرة سارة لكل السوريين لضاقت فيهم وكرهوا العيشة بهالبلد 
قال الإمارات تمنح جنسيتها لكل من يتخلى عن جنسيته الأصلية
#الباب_بفوت_جمل  👋"
tweet-ar-410	صورة من داخل مدرسة في #فرنسا، حيث لا يسمح للأطفال ذوي البشرة السمراء، بالجلوس مع الأطفال ذوي البشرة البيضاء... حضارة تقوم على مبادئ وشعارات كاذبة زائفة. https://t.co/Vw8ujKxJIe
tweet-ar-413	*ماكرون يسمع خطاب نصرالله !!* بس انشالله يترجمولو صح ! https://t.co/x2ezGCzR6H
tweet-ar-414	تحرق المساجد في الهند انا لله وانا اليه راجعون https://t.co/fHmOW0iQI5
tweet-ar-415	المذيعه هبه الزياد عاملة حلقه عن سر السعاده الزوجيه جوزها اتصل طلقها على الهواء فى الحلقه دى، 😥😂😂💔 https://t.co/OjmabGtauk
tweet-ar-417	"مزيداً من الأنحدار نحو مستنقع التطبيع القذر..حسين الجسمي يشارك في تلحين اغنية إسرائيلية تبدأ برساله شكر للأمارات من الرئيس الأسرائيلي في تل ابيب على أنقاض قرانا الفلسطينية التي مسحت عن وجه الارض...خسئتم انتم عار علينا.. والعروبة والدين بريئةٌ من امثالكم 
#التطبيع_خيانة_عظمى https://t.co/1pdoGqkZSH"
tweet-ar-418	القرضاوي مات هااااا هاااا القرضاوي مات هااااا هاااا😍😍😍سمعونا زغروطه
tweet-ar-419	"🚨 إنزو زيدان إلى الوداد المغربي ✅

روبيرتو كارلوس وكيل أعمال إنزو يُعلن انتقاله إلى نادي الوداد 🇲🇦 https://t.co/JWNNLYNfNJ"
tweet-ar-420	"فيديو متداول عن لحظة استهداف مجموعة من المسلحين السوريين المدعومين #تركيا 🇹🇷في #اذريبجان 🇦🇿.
 🇸🇾#سورية 🇦🇲#ارمينيا https://t.co/IPP8xFOw9T"
tweet-ar-421	"إلقاء القبض على عصابة تسرق أغطية البالوعات ومجاري الصرف الصحي ! في الشراقة 
شحال صعيبة تدخل الحبس تلقاهم قاع قتالين و مافيا و نتا على جال روقار
تبهديلة كحلة ياجرذان🙆🏻‍♂️ https://t.co/ucsaLau74S"
tweet-ar-422	"https://t.co/wYx9oy8AmZ
#ب الأحذية والجزم🥾استقبل الشعب العراقي العربي الحر وزير خارجية الفرس المجوس جواد ظريف ! هؤلاء هم شعب العراق العربي الأصيل✌️"
tweet-ar-425	"#عاجل وبالفيديو 
مرتزقة اردوغان 
المقاتلون السوريون 
(الجيش $ الوطني الحر )الذين نقلتهم تركيا مؤخرا إلى #أذربيجان يتجهون إلى الخطوط الأمامية وهم يهتفون 🤦‍♂️ 
يبدوا ان الطريق الى قصر الجمهوري في دمشق يمر من ليبيا واذربيجان 🤦‍♂️ https://t.co/zOOs6b8YsW"
tweet-ar-426	"#عاجل 🛑

 #الإدارة_الأميركية قررت فعلياً غلق سفارتها في بغداد وعقوبات من الوزن الثقيل ستأتي بعد إغلاقها"
tweet-ar-427	"#السيسي_يهزم_التنظيم_الدولي
فى جمعة الغضب وزير السياحه خد 30 سفير اجنبى ولف بيهم شوارع القاهرة بالدراجات علشان يأكد للعالم كله كذب قنوات #الخنزيرة_وتركيا  شابووووووة وزير السياحه 👏👏👏👏
#الاخوان_كذبه_وانتهت https://t.co/05HHgN7n1s"
tweet-ar-428	"هذه الصورة ليست في فلسطين المحتلة بل هي في #مصر_المحتلة من قبل العسكر.

#ثورة 
#ارحل_يا_سيسي
#يسقط_يسقط_حكم_العسكر https://t.co/ecMGfTvxe3"
tweet-ar-430	"من ذاكرة التاريخ ..
الهروب الجماعي من أوروبا أثناء الحرب العالمية .. بحثاً عن الامن والامان الذي فقدوه في أوطانهم http://t.co/BB8CkmltcS"
tweet-ar-431	"#صورة اليوم من قصر هلال
ريتوه السيد اللي يتنفس من خلال قارورة الأكسجين و مقيل تحت الحيط ..هذاكا مريض تونسي بفيروس كورونا عجزت الدولة عن توفير سرير و مكان يرقد فيه https://t.co/7sZJ2OGcUS"
tweet-ar-434	"عريس عماني اصر ان تمشي زوجته
ع مهرها البالغ ثلاثين مليون عماني

يعني  مايعادل  سبعة وأربعون ملياراً ومائة وتسعون مليون ريال يمني  فقط 😎
1,573×30,000,000= 47,190,000,000 ر.ي

بنت عمانيه بقيمة ميزانية اليمن 💔😔
#بطره_عسره💔🤦🏻‍♂️ https://t.co/nMpvsAkdEW"
tweet-ar-436	"قبر الرسول ﷺ 
تجاهل إن استطعت 🌹🌹 https://t.co/49GjTlPMuA"
tweet-ar-437	"وفاة حنان سليمان يتصدر التراند
https://t.co/wZ3bYHCdsa"
tweet-ar-438	"جميل راتب ترك وصية بالتبرع بجميع ثروته لصالح مستشفى سرطان الأطفال البالغة حوالى 18 مليون جنيه ..
جميل راتب لم يرزقه الله بأطفال ولكنه تسبب فى إسعاد ملايين الأطفال والأهالى .. كان دائماً يجمع الصغار العاملين فى كافيتريات النادى ويسألهم على مرتبهم ويعطى لكل واحد مرتب شهرين او اكثر https://t.co/p50Ss6Qk6K"
tweet-ar-441	"دنيا الوطن:
أعلن أمير الشارقة الدكتور سلطان بن محمد القاسمي على إثر مسلسل التطبيع الذي تشهده دول الخليج أنه لن يدخل أي إسرائيلي الشارقة، و أنه يرفض التطبيع جملة و تفصيلاً، وأنّ إمارة الشارقة بالإمارات العربية ترفض التطبيع. https://t.co/mQYOgPiMYz"
tweet-ar-442	"يصل القطار السريع الياباني الجديد إلى ما لا يمكن تصوره 4.800 كم / ساعة ، ليكمل الطريق من محطة شين أوساكا إلى طوكيو (502.3كم) في 10دقائق

😳 سبحان من علم الانسان مالم يعلم 
سبحان الله وبحمده سبحان الله العظيم https://t.co/egUTVl6wVF"
tweet-ar-444	السيد هذا رئيس لجنة التحقيق في اختفاء 30 ألف قنطار من القمح في جهة باجة و سليانة  بعد ثلاثة شهور من التحقيقات إنتهى البحث . و النتيجة :  الحمام 🐦🐦🐦 أكل المحصول و السلام عليكم و رحمة الله تعالى و بركاته https://t.co/nDUTSeajOh
tweet-ar-449	"فحص كورونا للمسافريين من غزة عبر معبر رفح سيتم قبل 48ساعة من السفر 

رسوم الفحص 30$"
tweet-ar-452	"صورة جديدة تتداولها وسائل اعلام ايطالية 
#لسيف_الاسلام_القذافي 
في روسيا https://t.co/vNJdQ8dMJu"
tweet-ar-453	"إنزال الجُثث من مستشفى بروسيا
بسبب كورونا فيروس 

الوقاية خير من العلاج https://t.co/1IH42EfHjl"
tweet-ar-454	"يمني يضحي بحذائه ويرميه  في وجه القرد المنافق الشليمي الذي تطاول على اليمن واليمنيين والذي لايساوي قيمة هذا الحذاء الحر  والشليمي هذا لايمثل شعب الكويت الشقيق خصوصأ وانه من البدون استخدمه بن زايد كبوق للتطاول على شعوب المنطقة 
تحية لهذا اليمني الغيور https://t.co/pCbEDbxKyA"
tweet-ar-455	"عندما يفترش العرب #السجاد_الأحمر ليستقبلوا عليه الصهاينة من أمثال #ترامب، کان #جيفارا و #كاستروا يفرشان #علم_إسرائيل لتطأه قداماهما .. أين هؤلاء الرجال من هؤلاء اشباه الرجال ؟

#السعودية #القدس_لنا #القدس_عاصمة_فلسطين_الأبدية #قرية_الجليزي #القدس #صوت_الأهواز #ایران #ترامب https://t.co/2auxnyp7F5"
tweet-ar-456	"الساقط بشار الأسد و العاهرة عقيلته يستمتعان على البحر المتوسط ..

هلأ الموالين يقولوا شو هالتواضع شو هالرئيس شو هذاااا
الله يمحي قائدنا..

تعليقاتكم !! https://t.co/ggppMd0BV5"
tweet-ar-457	"عاااجل ،،،
أمريكا ترسل 2000 جندي الى الكويت
وترامب يأمر بأقلاع طائرة بي زفول النووية إلى الكويت
مالذي سيجري في الايام القادمه ؟"
tweet-ar-458	"رجل افريقي نشر صورته معبراً عن سعادته بركوب حافلة تقودها إمرأة لأول مرة في حياته .. 

بعد عشر دقائق، نفس الرجل نشر صورته والحافلة مقلوبة https://t.co/BwkRQGRmE5"
tweet-ar-460	"ابــــــــين
العاصمة زنجبار تحتفل بفوز ابنها البار عمر أحمد حسين الفضلي بمناسبة فوزة بتولي منصب رئيس جمهورية ايسلندا

#لله درك يا ابين https://t.co/Bis4sivG4O"
tweet-ar-462	"هنيئا للجارة الجزائر بهذا الإنجاز الضخم تحتل المرتبة الثانية عالميا في الدعارة
المصدر: UNAIDS
🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿🇩🇿 https://t.co/EtknObAlbE"
tweet-ar-463	"#شاهد ..

الرئيس الغاني 🇸🇳 (ألفا كوندي) يلكم ويضرب وزير العمال

نتيجة التماطل في عمله وعدم التحلي بالمسؤولية في

تسيير الأعمال الموكلة إلية !! https://t.co/ckWToqTq3D"
tweet-ar-464	"في مشهد غريب لن تراه إلا نادراً.. فهد يتسلل ليلاً ليزور البقرة التي أرضعته بعد وفاة أمه!
الصور تم التقاطها في #الهند بواسطة كاميرات وضعها سكان القرية لفهم سبب نباح الكلاب ليلاً..

#الرؤية_بلا_حدود https://t.co/JldSlzVxsN"
tweet-ar-466	"🔴 #قصة_قصيرة
قيادات #حماس الارهابية والتي تدعي المقاومة وتحرير #الاقصى الشريف تجتمع ب #الحوثيين وبمباركه من #حزب_الله_الارهابي وفي #لبنان للتآمر على #السعودية  و تخريب #الحرمين https://t.co/wPzV7wZVnq"
tweet-ar-469	النهاردة ١١ سبتمبر ... ذكري انهيار البرجين ... المفروض انهم قالوا لنا ان الطيارة خبطت البرج .. الفيديو ده يثبت ان البرج تم تفجيره و لا توجد طيارة من الاساس و ان ما عرضته وسائل الاعلام مفبرك ... https://t.co/DmXlDU2QBz
tweet-ar-470	بلدية حزب #أردوغان هدمت جامع تاريخي أثرى بمنطقة أوسكودار تحت مسمى التخطيط العمراني، ليكشف بعد ذلك النائب في البرلمان التركي عمر فاروق جرجرلي أوغلو أن أرض المسجد المطلة على معظم إسطنبول ستباع لأمير #قطر تخيلوا لو ده كان حصل فى مصر ؟ 🤔 https://t.co/98vyeZnacQ
tweet-ar-471	"#الزين_تتوعد_اروي_عمر

رئيس الفلبين يقول أمي  ما كانت تتخيل ان ولدها  بيوم من الأيام بيوقف  بالبيت الابيض جنب  الرئيس الامريكي . قاله  ترامب حتى أمي أنا بعد 😂 https://t.co/xxgvsZfJXx"
tweet-ar-473	"ممكن يا أسامة فوزي توضح لنا تعليقك عن هذه الصورة لقائد حزب حماس الإخواني 
 عباس بن هنية في أحد فنادق أسطنبول 
مع الصهيونية كارمن لبعاف سكرتير أول في سفارة اسرائيل تركيا بمباركة تركية أردوغانية هل عرفت لماذا ضاعت الكضية يازلمة
@Fuad_Alhashem
@arabtimes_
@fdeet_alnssr
 @Alrad3sa https://t.co/NytZliEqmK"
tweet-ar-474	"رامي 23 سنه وتزوج جيسيكا 75 سنه

عندها مصنع سيارات و200 مليون دولار رصيد بالبنك 
يقول أنه أحبها من أول نظره 
كلمه من قلبك للسيد رامي https://t.co/5YwzsnsLre"
tweet-ar-476	"صديقة اللاعب الفرنسي بوغبا بعد ان انجبت منه طفلين وعلاقه خمس سنوات طلبت منه ان يتزوجها ولكنه رفض لانها غير مسلمه🌚
الله ع اخلاقگ ياابن الكلب🌚🤪😂😂

 #زواج_حب_او_تقليدي https://t.co/HeypgzLl8M"
tweet-ar-477	مظاهرات الاسكندرية ضد #بلحه  تجبر الشرطة على خلع ملابسهم والهروب https://t.co/5yTA6JCl5c جيش السيسي يخلع ملابسه
tweet-ar-478	"#اقتحام_الأقصى
صورة من الانتفاضة الاولى فتى فلسطيني يتلقى رصاصه بقلبه ويرفض الركوع
إن عشت فعش حرا أومت كلأشجار وقوفاً http://t.co/xZcq0uymNV"
tweet-ar-481	"مشهد مرعب من حرائق سوريا!
هل تعلمون سبب هذه الحرائق؟
#مجلة_نقطة #سوريا  #حرائق_سوريا https://t.co/I9E5TFVM0n"
tweet-ar-483	"#كلنا_معاك_يا_بطل 🇪🇬
والعهدة على الراوى ✋
كسر بسد النهضة الإثيوبي زاد من حجم كارثة فيضانات نهر النيل و إغراق المدن السودانية https://t.co/T45uqHIkgb"
tweet-ar-485	"#مش_عايزينك_ونازل_20_سبتمبر #الشعب_يريد_إسقاط_النظام

رمسيس الان وفقكم الله وازاح عنكم غمة السيسي https://t.co/pJlnz3AJ3M"
tweet-ar-486	"قلبى الصغير لايحتمل 
ماشاء ألله تبارك الرحمن 
-🔥الطفلة الليبية 🇱🇾 ""ميار"" من مدينة #مصراته مشاء الله ولاقوة اﻻبالله على عيونها 💙 https://t.co/A6i4EXOTP5"
tweet-ar-487	"فياضانات #الجزائر 🇩🇿
البحر و مياه الامطار ⚠️
#طقس_العالم 
#Algerie https://t.co/rFBI2REtWg"
tweet-ar-490	"كيف تم تصوير الأسد مترو غولدن ماير الشهير
والذي كان يظهر في بداية العديد من الأفلام قديماً https://t.co/JK2dIu6RP5"
tweet-ar-491	"صورة ألتقطت لشبان بعد وفاة والدتهما 🥺💔 
(ولاًتحسبنّ الفراق هينً)😞💔 
#ليبيا🇱🇾 https://t.co/eKcLLPoEet"
tweet-ar-492	"سبحانك يارب 🙏🏻 شاهدوا عين الجمل عن قرب ، و كأنها بُحيرة وسط جبال 🐪
 ( أفلا ينظرون إِلَى الْإِبِلِ كَيْفَ خُلِقَتْ ) https://t.co/VM7cIXWgg9"
tweet-ar-493	"قف بسيارتك بالخطأ بأي مكان بالعالم إلا بفيلنيوس ﻋﺎﺻﻤﺔ ﻟﻴﺘﻮﺍﻧﻴﺎ 🇱🇹 ، لأن عمدة المدينة يقود مدرعة عسكرية ويسحق المخالفين !
نبو منه هلبا هني!! https://t.co/UxbdAdq7KH"
tweet-ar-495	"الطفلة "" كايا "" من أم سويسرية وأب سوداني💛🌻. https://t.co/mh2bGrSHf0"
tweet-ar-499	عاجل | تقارير إعلامية تؤكد إصابة حارس نادي ريال مدريد تيبو كورتوا بفيروس كورونا. https://t.co/UmsEO9pCfr
tweet-ar-500	"اجمل الشي وقت قالو انو ماكرون كان عم يهدّد وينبّه بفرض عقوبات اميركية على جبران باسيل، وبعد هل الكلام شفنا هل اللقاء يللي هو اكبر دليل على تضليل الأكاذيب
@Gebran_Bassil https://t.co/Yi7bw4eatq"
tweet-ar-502	"منحت جامعة أريزونا مدير مركز ستيل لأبحاث الأطفال في الجامعة الطبيب الأردني فايز غيشان مبلغ 5 ملايين دولار تكريما له في الذكرى الـ 25  له كمدير لمركز الأبحاث بالإضافه لعمله على تحسين علاجات أمراض الأطفال
#الأردن #خبرني https://t.co/w5zBrPsbKT"
tweet-ar-503	🔴 صورة متداولة للإرهابي #حسن_نصر_الله خلال الحرب الأهلية في #لبنان التي تسببت في مقتل ١٢٠ ألف وتشريد أكثر من ٦٠ ألف أسرة ونزوح أكثر من مليون لبناني .. ٤٠ عام من الزعرنة وبيع الوهم في الدفاع عن #لبنان .. فاقد الشيء لا يعطيه https://t.co/2dbAn9EQpI
tweet-ar-504	"Goal🚨🚨: 

بريثوايت طلب من برشلونة الحصول على الرقم 10 في حال رحيل ميسي  . . https://t.co/2NCTM115tx"
tweet-ar-505	"""بعد قراره بهدم منازل المصريين"" الشيخ مبروك عطية للسيسي هتكرهني في البلد
#مش_عاوزينك_ياسيسي
#مكملين https://t.co/UqS4PqCkcQ"
tweet-ar-506	#اردوغان_يهدد_الخليجيين وزير خارجية تركيا 🇹🇷 في. زيارة سابقة للسعودية يزور ويتناول الطعام مع بعض من الجالية البرماوية في مكة المكرمة. اترك التعليق لكم. ؟؟؟ لماذا🤔🌚🐒 https://t.co/PzEbv0xjIH
tweet-ar-507	🛑 في خطوة هامة نحو تطهير تركيا ورجوعها إلى الإسلام على يد الخليفة اوردوغان،تم منح أول رخصة لإنتاج الأفلام الإباحية لشركة تركية لتحصل العاهرات وشركات الجنس في عهد اردوغان على مميزات لم يكونوا يحلموا بها سابقا وهو مايمثل دعم غير مسبوق من الإخوان لصناعة الجنس والخمور والمثلية.
tweet-ar-508	"#هل_تعلم 
احذر أن تلمس هذا الشيء، لأنها ستكون نهايتك الأبدية. إن رأيت هذا الشكل ولمسته ستموت في أقل من دقيقة، لأنها ليست عملة نادرة بل هو ظهر عنكبوت الساعة الرملية القاتل الذى يشبه العقرب، سيشل حركتك في مدة تصل كحد أدني لها 5 ثواني وتموت خلال دقائق. https://t.co/nsrWYCHWR4"
tweet-ar-509	"زوجة الرئيس الروسي تأخذ اللقاح والإبرة مُغلقه بالغطاء😳 . قال شو : الرئيس الروسي يجرب العلاج الجديد لكورونا على أسرته .  التصوير فضحهم وفضح وجهمم
😂😂😂 .
#هــ𝗌𝗁ــمسه https://t.co/5KZyjwapJL"
tweet-ar-512	"سعوديين يعجزو عن اسر يمني حر  بعد نفاذ ذخيرته 
هكذا هم الأبطال الشجعان. 
#اليمن_مقبرة_الغزاة https://t.co/nQACUoTIUh"
tweet-ar-513	العالم التونسي بشير التركي الرئيس السابق للوكالة الدولية للطاقة الذرية الذي تحصل على الدكتوراه في الفيزياء النووية سنة 1959، نكل به في دولة الاستقلال، أطرد من الجامعة و أحرقوا له معهد الأبحاث النووية بقرطاج الذي أسسه و سرقوا مشروع بحثه لبناء مفاعل نووي تونسي في بداية السبعينيات https://t.co/nzv2Ps3unu
tweet-ar-514	اخبار مؤكده عن عمليه اغتيال حسن نصر الله
tweet-ar-516	"لم توافق #السعودية على السماح بتحليق أول طائرة تدشَّن خط الطيران من #تل_أبيب إلى #أبو_ظبي فوق المجال الجوي السعودي وذلك عملاً بمقاطعة #إسرائيل وعدم السماح لطيران عال الإسرائيلي أو أي شركة طيران إسرائيلية متجهة من وإلى مطار بن غورين بالتحليق.

- صحيفة جيروزليم بوست الأسرائيلية."
tweet-ar-518	قامت جماعة الحوثي الإرهابية بإستهداف مسجد بمدينة مأرب قبل يومين وتم إيجاد هذا المصحف مفتوحاً على هذه الوضعية على سورة البقرة على الآية : {كُتِبَ عْلَيكمُ القِتَال} ! https://t.co/UhaUiPKetr
tweet-ar-520	"أغتيال عالمة الفضاء والفلك العراقية الدكتورة نور محمد العزاوي إمام منزلها في بعقوبة .. وهي عالمة بأبحاث الفضاء والفلك وأستاذة في جامعة ديالى ..وقدمت أبحاث علمية رصينة في مجال الفضاء الى وكالة ناسا الامريكية .

الرحمة والسلام لروحك  

#الكفاءات💔 https://t.co/77CGwXZxBj"
tweet-ar-521	"الخبر: ""منظمة الصحة العالمية تصنف العزاب ضمن ذوي الإعاقة"".
التعليق: والله حتي لو صنفتونا من فصيلة الضفادع! صمود حتي ال..

ولا شنو؟
@m7rhman https://t.co/aJpwvubb2w"
tweet-ar-523	"٥٠ الف دولار 
تستطيع ان تحصل عليهم لو قبلت السكن لمده ٣٠ يوم متواصله  وحدك في هذا القصر المشيد علي جزيره صغيره قي المحيط و لا يصل بها محمول و لا إنترنت  تيار كهربائي   
بالمناسبه المبني مجهز بغرفه نوم مريحه و مكتبه بها مئات الكتب و  وسائل إعاشه كامله من طعام و شراب يكفي لل٣٠ يوم. https://t.co/rbnPWpMnYU"
tweet-ar-524	"عندما يقبل بابا الفاتيكان ليد روتشيلد اليهودي زعيم  الماسونية في العالم! 
حتى نفهم يجب ان يعاد صياغة الوعي في عقولنا وعقول أجيالنا البائسة. https://t.co/qHlEJzNph1"
tweet-ar-525	من الشعب المصرى الى الشعب الفلسطيني دعماً وإهداء 10 شاحنات مستلزمات طبية فى طريقها للأشقاء  بقطاع غزة https://t.co/kbgOZecHpd
tweet-ar-526	"مطبعين قطريون نساء ورجال  يتجولون في تل ابيب عاصمة اسرائيل ولم يتفل عليهم ولا كنعاني فلسطيني 

#التطبيع_خيانة https://t.co/2RPR6p4wQg"
tweet-ar-528	"من الصور النادرة بل هي صورة القرن ..
ليست مناورة ولاتدريب عسكري
هذه صورة نشامى الجيش العربي الاردني
يحاربون على اسوار القدس 
#التطبيع_خيانة https://t.co/lq7mzKj7Zs"
tweet-ar-531	"القناة الالمانيةZDF : فرنسا نهبت من الجزائر 2200 مليار اورو !
🔴 كشف خبير الماني على القناة الامانية ZDF عن رقم مهول نهبته فرنسا من الجزائر قدره ب 2200 مليار €

وافاد الخبير الالماني ان فرنسا عطلت كل مشاريع الكبرى في الجزائر ضدالشركات الالمانية في الطاقة ،صناعة السيارات . يتبع.. https://t.co/b1kuzhimQp"
tweet-ar-532	"أول وزير  في تاريخ تونس وثاني وزير في تاريخ العالم العربي من ذوي الاحتياجات الخاصة(كفيف)متحصل على الدكتوراه أستاذ جامعي نجده اليوم على رأس إحدى الوزارات في الحكومة الجديدة 
السيد وليد الزيدي وزير الشؤون الثقافية
خطوة إيجابية وفخر عظيم وإنتصار هام  لذوي الإعاقة
 تونس الاستثناء🇹🇳 https://t.co/j2G0i1a9bM"
tweet-ar-533	"ألم الولادة يعادل كسر ٤٢ عظمه وهو ثاني اشد ألم بعد الحرق حياً !

اللهـم احفـظ جميـع امهـات المسلميـن واطـل فـي اعمـارهـم و أرحـم مـن تـوفـت امـه واجعـل الجنـة هـي دارهـا💛 https://t.co/S3BTvRCEW6"
